Country;Semester;Electricity Price;time_frequency;energy_product;energy_consumption;unit_of_measure;tax_type;currency;consumption_description;consumption_band
Slovenia;2023-S2;0.2113;Half-yearly, semesterly;Electricity;Consumption from 2 500 kWh to 4 999 kWh - band DC;Kilowatt-hour;All taxes and levies included;National currency;Consumption from 2 500 kWh to 4 999 kWh - band DC;DC
Slovakia;2023-S2;0.1943;Half-yearly, semesterly;Electricity;Consumption from 2 500 kWh to 4 999 kWh - band DC;Kilowatt-hour;All taxes and levies included;National currency;Consumption from 2 500 kWh to 4 999 kWh - band DC;DC
Finland;2023-S2;0.2403;Half-yearly, semesterly;Electricity;Consumption from 2 500 kWh to 4 999 kWh - band DC;Kilowatt-hour;All taxes and levies included;National currency;Consumption from 2 500 kWh to 4 999 kWh - band DC;DC
Sweden;2023-S2;2.5342;Half-yearly, semesterly;Electricity;Consumption from 2 500 kWh to 4 999 kWh - band DC;Kilowatt-hour;All taxes and levies included;National currency;Consumption from 2 500 kWh to 4 999 kWh - band DC;DC
Iceland;2023-S2;23.7586;Half-yearly, semesterly;Electricity;Consumption from 2 500 kWh to 4 999 kWh - band DC;Kilowatt-hour;All taxes and levies included;National currency;Consumption from 2 500 kWh to 4 999 kWh - band DC;DC
Liechtenstein;2023-S2;0.3437;Half-yearly, semesterly;Electricity;Consumption from 2 500 kWh to 4 999 kWh - band DC;Kilowatt-hour;All taxes and levies included;National currency;Consumption from 2 500 kWh to 4 999 kWh - band DC;DC
Norway;2023-S2;2.1516;Half-yearly, semesterly;Electricity;Consumption from 2 500 kWh to 4 999 kWh - band DC;Kilowatt-hour;All taxes and levies included;National currency;Consumption from 2 500 kWh to 4 999 kWh - band DC;DC
Bosnia and Herzegovina;2023-S2;0.1652;Half-yearly, semesterly;Electricity;Consumption from 2 500 kWh to 4 999 kWh - band DC;Kilowatt-hour;All taxes and levies included;National currency;Consumption from 2 500 kWh to 4 999 kWh - band DC;DC
Montenegro;2023-S2;0.097;Half-yearly, semesterly;Electricity;Consumption from 2 500 kWh to 4 999 kWh - band DC;Kilowatt-hour;All taxes and levies included;National currency;Consumption from 2 500 kWh to 4 999 kWh - band DC;DC
Moldova;2023-S2;2.8511;Half-yearly, semesterly;Electricity;Consumption from 2 500 kWh to 4 999 kWh - band DC;Kilowatt-hour;All taxes and levies included;National currency;Consumption from 2 500 kWh to 4 999 kWh - band DC;DC
North Macedonia;2023-S2;7.1289;Half-yearly, semesterly;Electricity;Consumption from 2 500 kWh to 4 999 kWh - band DC;Kilowatt-hour;All taxes and levies included;National currency;Consumption from 2 500 kWh to 4 999 kWh - band DC;DC
Georgia;2023-S2;0.2489;Half-yearly, semesterly;Electricity;Consumption from 2 500 kWh to 4 999 kWh - band DC;Kilowatt-hour;All taxes and levies included;National currency;Consumption from 2 500 kWh to 4 999 kWh - band DC;DC
Albania;2023-S2;11.4;Half-yearly, semesterly;Electricity;Consumption from 2 500 kWh to 4 999 kWh - band DC;Kilowatt-hour;All taxes and levies included;National currency;Consumption from 2 500 kWh to 4 999 kWh - band DC;DC
Serbia;2023-S2;12.2637;Half-yearly, semesterly;Electricity;Consumption from 2 500 kWh to 4 999 kWh - band DC;Kilowatt-hour;All taxes and levies included;National currency;Consumption from 2 500 kWh to 4 999 kWh - band DC;DC
Türkiye;2023-S2;1.6826;Half-yearly, semesterly;Electricity;Consumption from 2 500 kWh to 4 999 kWh - band DC;Kilowatt-hour;All taxes and levies included;National currency;Consumption from 2 500 kWh to 4 999 kWh - band DC;DC
Kosovo*;2023-S2;0.0749;Half-yearly, semesterly;Electricity;Consumption from 2 500 kWh to 4 999 kWh - band DC;Kilowatt-hour;All taxes and levies included;National currency;Consumption from 2 500 kWh to 4 999 kWh - band DC;DC
Belgium;2024-S1;0.3354;Half-yearly, semesterly;Electricity;Consumption from 2 500 kWh to 4 999 kWh - band DC;Kilowatt-hour;All taxes and levies included;National currency;Consumption from 2 500 kWh to 4 999 kWh - band DC;DC
Bulgaria;2024-S1;0.2322;Half-yearly, semesterly;Electricity;Consumption from 2 500 kWh to 4 999 kWh - band DC;Kilowatt-hour;All taxes and levies included;National currency;Consumption from 2 500 kWh to 4 999 kWh - band DC;DC
Czechia;2024-S1;8.4583;Half-yearly, semesterly;Electricity;Consumption from 2 500 kWh to 4 999 kWh - band DC;Kilowatt-hour;All taxes and levies included;National currency;Consumption from 2 500 kWh to 4 999 kWh - band DC;DC
Denmark;2024-S1;2.7654;Half-yearly, semesterly;Electricity;Consumption from 2 500 kWh to 4 999 kWh - band DC;Kilowatt-hour;All taxes and levies included;National currency;Consumption from 2 500 kWh to 4 999 kWh - band DC;DC
Germany;2024-S1;0.3951;Half-yearly, semesterly;Electricity;Consumption from 2 500 kWh to 4 999 kWh - band DC;Kilowatt-hour;All taxes and levies included;National currency;Consumption from 2 500 kWh to 4 999 kWh - band DC;DC
Estonia;2024-S1;0.23;Half-yearly, semesterly;Electricity;Consumption from 2 500 kWh to 4 999 kWh - band DC;Kilowatt-hour;All taxes and levies included;National currency;Consumption from 2 500 kWh to 4 999 kWh - band DC;DC
Ireland;2024-S1;0.259;Half-yearly, semesterly;Electricity;Consumption from 2 500 kWh to 4 999 kWh - band DC;Kilowatt-hour;All taxes and levies included;National currency;Consumption from 2 500 kWh to 4 999 kWh - band DC;DC
Greece;2024-S1;0.2218;Half-yearly, semesterly;Electricity;Consumption from 2 500 kWh to 4 999 kWh - band DC;Kilowatt-hour;All taxes and levies included;National currency;Consumption from 2 500 kWh to 4 999 kWh - band DC;DC
Spain;2024-S1;0.2436;Half-yearly, semesterly;Electricity;Consumption from 2 500 kWh to 4 999 kWh - band DC;Kilowatt-hour;All taxes and levies included;National currency;Consumption from 2 500 kWh to 4 999 kWh - band DC;DC
France;2024-S1;0.2847;Half-yearly, semesterly;Electricity;Consumption from 2 500 kWh to 4 999 kWh - band DC;Kilowatt-hour;All taxes and levies included;National currency;Consumption from 2 500 kWh to 4 999 kWh - band DC;DC
Croatia;2024-S1;0.1472;Half-yearly, semesterly;Electricity;Consumption from 2 500 kWh to 4 999 kWh - band DC;Kilowatt-hour;All taxes and levies included;National currency;Consumption from 2 500 kWh to 4 999 kWh - band DC;DC
Italy;2024-S1;0.3274;Half-yearly, semesterly;Electricity;Consumption from 2 500 kWh to 4 999 kWh - band DC;Kilowatt-hour;All taxes and levies included;National currency;Consumption from 2 500 kWh to 4 999 kWh - band DC;DC
Cyprus;2024-S1;0.3241;Half-yearly, semesterly;Electricity;Consumption from 2 500 kWh to 4 999 kWh - band DC;Kilowatt-hour;All taxes and levies included;National currency;Consumption from 2 500 kWh to 4 999 kWh - band DC;DC
Latvia;2024-S1;0.2546;Half-yearly, semesterly;Electricity;Consumption from 2 500 kWh to 4 999 kWh - band DC;Kilowatt-hour;All taxes and levies included;National currency;Consumption from 2 500 kWh to 4 999 kWh - band DC;DC
Lithuania;2024-S1;0.2315;Half-yearly, semesterly;Electricity;Consumption from 2 500 kWh to 4 999 kWh - band DC;Kilowatt-hour;All taxes and levies included;National currency;Consumption from 2 500 kWh to 4 999 kWh - band DC;DC
Luxembourg;2024-S1;0.2029;Half-yearly, semesterly;Electricity;Consumption from 2 500 kWh to 4 999 kWh - band DC;Kilowatt-hour;All taxes and levies included;National currency;Consumption from 2 500 kWh to 4 999 kWh - band DC;DC
Hungary;2024-S1;42.6268;Half-yearly, semesterly;Electricity;Consumption from 2 500 kWh to 4 999 kWh - band DC;Kilowatt-hour;All taxes and levies included;National currency;Consumption from 2 500 kWh to 4 999 kWh - band DC;DC
Malta;2024-S1;0.1272;Half-yearly, semesterly;Electricity;Consumption from 2 500 kWh to 4 999 kWh - band DC;Kilowatt-hour;All taxes and levies included;National currency;Consumption from 2 500 kWh to 4 999 kWh - band DC;DC
Netherlands;2024-S1;0.2525;Half-yearly, semesterly;Electricity;Consumption from 2 500 kWh to 4 999 kWh - band DC;Kilowatt-hour;All taxes and levies included;National currency;Consumption from 2 500 kWh to 4 999 kWh - band DC;DC
Austria;2024-S1;0.2731;Half-yearly, semesterly;Electricity;Consumption from 2 500 kWh to 4 999 kWh - band DC;Kilowatt-hour;All taxes and levies included;National currency;Consumption from 2 500 kWh to 4 999 kWh - band DC;DC
Poland;2024-S1;0.9021;Half-yearly, semesterly;Electricity;Consumption from 2 500 kWh to 4 999 kWh - band DC;Kilowatt-hour;All taxes and levies included;National currency;Consumption from 2 500 kWh to 4 999 kWh - band DC;DC
Portugal;2024-S1;0.2426;Half-yearly, semesterly;Electricity;Consumption from 2 500 kWh to 4 999 kWh - band DC;Kilowatt-hour;All taxes and levies included;National currency;Consumption from 2 500 kWh to 4 999 kWh - band DC;DC
Romania;2024-S1;0.9366;Half-yearly, semesterly;Electricity;Consumption from 2 500 kWh to 4 999 kWh - band DC;Kilowatt-hour;All taxes and levies included;National currency;Consumption from 2 500 kWh to 4 999 kWh - band DC;DC
Slovenia;2024-S1;0.2084;Half-yearly, semesterly;Electricity;Consumption from 2 500 kWh to 4 999 kWh - band DC;Kilowatt-hour;All taxes and levies included;National currency;Consumption from 2 500 kWh to 4 999 kWh - band DC;DC
Slovakia;2024-S1;0.1806;Half-yearly, semesterly;Electricity;Consumption from 2 500 kWh to 4 999 kWh - band DC;Kilowatt-hour;All taxes and levies included;National currency;Consumption from 2 500 kWh to 4 999 kWh - band DC;DC
Finland;2024-S1;0.2489;Half-yearly, semesterly;Electricity;Consumption from 2 500 kWh to 4 999 kWh - band DC;Kilowatt-hour;All taxes and levies included;National currency;Consumption from 2 500 kWh to 4 999 kWh - band DC;DC
Sweden;2024-S1;2.7726;Half-yearly, semesterly;Electricity;Consumption from 2 500 kWh to 4 999 kWh - band DC;Kilowatt-hour;All taxes and levies included;National currency;Consumption from 2 500 kWh to 4 999 kWh - band DC;DC
Iceland;2024-S1;25.4384;Half-yearly, semesterly;Electricity;Consumption from 2 500 kWh to 4 999 kWh - band DC;Kilowatt-hour;All taxes and levies included;National currency;Consumption from 2 500 kWh to 4 999 kWh - band DC;DC
Liechtenstein;2024-S1;0.3084;Half-yearly, semesterly;Electricity;Consumption from 2 500 kWh to 4 999 kWh - band DC;Kilowatt-hour;All taxes and levies included;National currency;Consumption from 2 500 kWh to 4 999 kWh - band DC;DC
Norway;2024-S1;2.29;Half-yearly, semesterly;Electricity;Consumption from 2 500 kWh to 4 999 kWh - band DC;Kilowatt-hour;All taxes and levies included;National currency;Consumption from 2 500 kWh to 4 999 kWh - band DC;DC
Bosnia and Herzegovina;2024-S1;0.1669;Half-yearly, semesterly;Electricity;Consumption from 2 500 kWh to 4 999 kWh - band DC;Kilowatt-hour;All taxes and levies included;National currency;Consumption from 2 500 kWh to 4 999 kWh - band DC;DC
Montenegro;2024-S1;0.0971;Half-yearly, semesterly;Electricity;Consumption from 2 500 kWh to 4 999 kWh - band DC;Kilowatt-hour;All taxes and levies included;National currency;Consumption from 2 500 kWh to 4 999 kWh - band DC;DC
Moldova;2024-S1;2.61;Half-yearly, semesterly;Electricity;Consumption from 2 500 kWh to 4 999 kWh - band DC;Kilowatt-hour;All taxes and levies included;National currency;Consumption from 2 500 kWh to 4 999 kWh - band DC;DC
North Macedonia;2024-S1;6.3843;Half-yearly, semesterly;Electricity;Consumption from 2 500 kWh to 4 999 kWh - band DC;Kilowatt-hour;All taxes and levies included;National currency;Consumption from 2 500 kWh to 4 999 kWh - band DC;DC
Georgia;2024-S1;0.2078;Half-yearly, semesterly;Electricity;Consumption from 2 500 kWh to 4 999 kWh - band DC;Kilowatt-hour;All taxes and levies included;National currency;Consumption from 2 500 kWh to 4 999 kWh - band DC;DC
Albania;2024-S1;11.4;Half-yearly, semesterly;Electricity;Consumption from 2 500 kWh to 4 999 kWh - band DC;Kilowatt-hour;All taxes and levies included;National currency;Consumption from 2 500 kWh to 4 999 kWh - band DC;DC
Serbia;2024-S1;12.6757;Half-yearly, semesterly;Electricity;Consumption from 2 500 kWh to 4 999 kWh - band DC;Kilowatt-hour;All taxes and levies included;National currency;Consumption from 2 500 kWh to 4 999 kWh - band DC;DC
Türkiye;2024-S1;1.6714;Half-yearly, semesterly;Electricity;Consumption from 2 500 kWh to 4 999 kWh - band DC;Kilowatt-hour;All taxes and levies included;National currency;Consumption from 2 500 kWh to 4 999 kWh - band DC;DC
Kosovo*;2024-S1;0.0736;Half-yearly, semesterly;Electricity;Consumption from 2 500 kWh to 4 999 kWh - band DC;Kilowatt-hour;All taxes and levies included;National currency;Consumption from 2 500 kWh to 4 999 kWh - band DC;DC
Belgium;2024-S2;0.3313;Half-yearly, semesterly;Electricity;Consumption from 2 500 kWh to 4 999 kWh - band DC;Kilowatt-hour;All taxes and levies included;National currency;Consumption from 2 500 kWh to 4 999 kWh - band DC;DC
Bulgaria;2024-S2;0.238;Half-yearly, semesterly;Electricity;Consumption from 2 500 kWh to 4 999 kWh - band DC;Kilowatt-hour;All taxes and levies included;National currency;Consumption from 2 500 kWh to 4 999 kWh - band DC;DC
Czechia;2024-S2;8.3277;Half-yearly, semesterly;Electricity;Consumption from 2 500 kWh to 4 999 kWh - band DC;Kilowatt-hour;All taxes and levies included;National currency;Consumption from 2 500 kWh to 4 999 kWh - band DC;DC
Denmark;2024-S2;2.8072;Half-yearly, semesterly;Electricity;Consumption from 2 500 kWh to 4 999 kWh - band DC;Kilowatt-hour;All taxes and levies included;National currency;Consumption from 2 500 kWh to 4 999 kWh - band DC;DC
Germany;2024-S2;0.3943;Half-yearly, semesterly;Electricity;Consumption from 2 500 kWh to 4 999 kWh - band DC;Kilowatt-hour;All taxes and levies included;National currency;Consumption from 2 500 kWh to 4 999 kWh - band DC;DC
Estonia;2024-S2;0.2214;Half-yearly, semesterly;Electricity;Consumption from 2 500 kWh to 4 999 kWh - band DC;Kilowatt-hour;All taxes and levies included;National currency;Consumption from 2 500 kWh to 4 999 kWh - band DC;DC
Ireland;2024-S2;0.3046;Half-yearly, semesterly;Electricity;Consumption from 2 500 kWh to 4 999 kWh - band DC;Kilowatt-hour;All taxes and levies included;National currency;Consumption from 2 500 kWh to 4 999 kWh - band DC;DC
Greece;2024-S2;0.2311;Half-yearly, semesterly;Electricity;Consumption from 2 500 kWh to 4 999 kWh - band DC;Kilowatt-hour;All taxes and levies included;National currency;Consumption from 2 500 kWh to 4 999 kWh - band DC;DC
Spain;2024-S2;0.2408;Half-yearly, semesterly;Electricity;Consumption from 2 500 kWh to 4 999 kWh - band DC;Kilowatt-hour;All taxes and levies included;National currency;Consumption from 2 500 kWh to 4 999 kWh - band DC;DC
France;2024-S2;0.2926;Half-yearly, semesterly;Electricity;Consumption from 2 500 kWh to 4 999 kWh - band DC;Kilowatt-hour;All taxes and levies included;National currency;Consumption from 2 500 kWh to 4 999 kWh - band DC;DC
Croatia;2024-S2;0.1483;Half-yearly, semesterly;Electricity;Consumption from 2 500 kWh to 4 999 kWh - band DC;Kilowatt-hour;All taxes and levies included;National currency;Consumption from 2 500 kWh to 4 999 kWh - band DC;DC
Italy;2024-S2;0.3111;Half-yearly, semesterly;Electricity;Consumption from 2 500 kWh to 4 999 kWh - band DC;Kilowatt-hour;All taxes and levies included;National currency;Consumption from 2 500 kWh to 4 999 kWh - band DC;DC
Cyprus;2024-S2;0.3251;Half-yearly, semesterly;Electricity;Consumption from 2 500 kWh to 4 999 kWh - band DC;Kilowatt-hour;All taxes and levies included;National currency;Consumption from 2 500 kWh to 4 999 kWh - band DC;DC
Latvia;2024-S2;0.2408;Half-yearly, semesterly;Electricity;Consumption from 2 500 kWh to 4 999 kWh - band DC;Kilowatt-hour;All taxes and levies included;National currency;Consumption from 2 500 kWh to 4 999 kWh - band DC;DC
Lithuania;2024-S2;0.2144;Half-yearly, semesterly;Electricity;Consumption from 2 500 kWh to 4 999 kWh - band DC;Kilowatt-hour;All taxes and levies included;National currency;Consumption from 2 500 kWh to 4 999 kWh - band DC;DC
Luxembourg;2024-S2;0.2024;Half-yearly, semesterly;Electricity;Consumption from 2 500 kWh to 4 999 kWh - band DC;Kilowatt-hour;All taxes and levies included;National currency;Consumption from 2 500 kWh to 4 999 kWh - band DC;DC
Hungary;2024-S2;41.3442;Half-yearly, semesterly;Electricity;Consumption from 2 500 kWh to 4 999 kWh - band DC;Kilowatt-hour;All taxes and levies included;National currency;Consumption from 2 500 kWh to 4 999 kWh - band DC;DC
Malta;2024-S2;0.1303;Half-yearly, semesterly;Electricity;Consumption from 2 500 kWh to 4 999 kWh - band DC;Kilowatt-hour;All taxes and levies included;National currency;Consumption from 2 500 kWh to 4 999 kWh - band DC;DC
Netherlands;2024-S2;0.2144;Half-yearly, semesterly;Electricity;Consumption from 2 500 kWh to 4 999 kWh - band DC;Kilowatt-hour;All taxes and levies included;National currency;Consumption from 2 500 kWh to 4 999 kWh - band DC;DC
Austria;2024-S2;0.2437;Half-yearly, semesterly;Electricity;Consumption from 2 500 kWh to 4 999 kWh - band DC;Kilowatt-hour;All taxes and levies included;National currency;Consumption from 2 500 kWh to 4 999 kWh - band DC;DC
Poland;2024-S2;1.064;Half-yearly, semesterly;Electricity;Consumption from 2 500 kWh to 4 999 kWh - band DC;Kilowatt-hour;All taxes and levies included;National currency;Consumption from 2 500 kWh to 4 999 kWh - band DC;DC
Portugal;2024-S2;0.2626;Half-yearly, semesterly;Electricity;Consumption from 2 500 kWh to 4 999 kWh - band DC;Kilowatt-hour;All taxes and levies included;National currency;Consumption from 2 500 kWh to 4 999 kWh - band DC;DC
Romania;2024-S2;0.9266;Half-yearly, semesterly;Electricity;Consumption from 2 500 kWh to 4 999 kWh - band DC;Kilowatt-hour;All taxes and levies included;National currency;Consumption from 2 500 kWh to 4 999 kWh - band DC;DC
Slovenia;2024-S2;0.2006;Half-yearly, semesterly;Electricity;Consumption from 2 500 kWh to 4 999 kWh - band DC;Kilowatt-hour;All taxes and levies included;National currency;Consumption from 2 500 kWh to 4 999 kWh - band DC;DC
Slovakia;2024-S2;0.177;Half-yearly, semesterly;Electricity;Consumption from 2 500 kWh to 4 999 kWh - band DC;Kilowatt-hour;All taxes and levies included;National currency;Consumption from 2 500 kWh to 4 999 kWh - band DC;DC
Finland;2024-S2;0.2319;Half-yearly, semesterly;Electricity;Consumption from 2 500 kWh to 4 999 kWh - band DC;Kilowatt-hour;All taxes and levies included;National currency;Consumption from 2 500 kWh to 4 999 kWh - band DC;DC
Sweden;2024-S2;2.6967;Half-yearly, semesterly;Electricity;Consumption from 2 500 kWh to 4 999 kWh - band DC;Kilowatt-hour;All taxes and levies included;National currency;Consumption from 2 500 kWh to 4 999 kWh - band DC;DC
Iceland;2024-S2;27.05;Half-yearly, semesterly;Electricity;Consumption from 2 500 kWh to 4 999 kWh - band DC;Kilowatt-hour;All taxes and levies included;National currency;Consumption from 2 500 kWh to 4 999 kWh - band DC;DC
Liechtenstein;2024-S2;0.2915;Half-yearly, semesterly;Electricity;Consumption from 2 500 kWh to 4 999 kWh - band DC;Kilowatt-hour;All taxes and levies included;National currency;Consumption from 2 500 kWh to 4 999 kWh - band DC;DC
Norway;2024-S2;2.2366;Half-yearly, semesterly;Electricity;Consumption from 2 500 kWh to 4 999 kWh - band DC;Kilowatt-hour;All taxes and levies included;National currency;Consumption from 2 500 kWh to 4 999 kWh - band DC;DC
Bosnia and Herzegovina;2024-S2;0.1769;Half-yearly, semesterly;Electricity;Consumption from 2 500 kWh to 4 999 kWh - band DC;Kilowatt-hour;All taxes and levies included;National currency;Consumption from 2 500 kWh to 4 999 kWh - band DC;DC
Montenegro;2024-S2;0.1004;Half-yearly, semesterly;Electricity;Consumption from 2 500 kWh to 4 999 kWh - band DC;Kilowatt-hour;All taxes and levies included;National currency;Consumption from 2 500 kWh to 4 999 kWh - band DC;DC
Moldova;2024-S2;2.6204;Half-yearly, semesterly;Electricity;Consumption from 2 500 kWh to 4 999 kWh - band DC;Kilowatt-hour;All taxes and levies included;National currency;Consumption from 2 500 kWh to 4 999 kWh - band DC;DC
North Macedonia;2024-S2;7.0696;Half-yearly, semesterly;Electricity;Consumption from 2 500 kWh to 4 999 kWh - band DC;Kilowatt-hour;All taxes and levies included;National currency;Consumption from 2 500 kWh to 4 999 kWh - band DC;DC
Georgia;2024-S2;0.2084;Half-yearly, semesterly;Electricity;Consumption from 2 500 kWh to 4 999 kWh - band DC;Kilowatt-hour;All taxes and levies included;National currency;Consumption from 2 500 kWh to 4 999 kWh - band DC;DC
Albania;2024-S2;11.4;Half-yearly, semesterly;Electricity;Consumption from 2 500 kWh to 4 999 kWh - band DC;Kilowatt-hour;All taxes and levies included;National currency;Consumption from 2 500 kWh to 4 999 kWh - band DC;DC
Serbia;2024-S2;12.9605;Half-yearly, semesterly;Electricity;Consumption from 2 500 kWh to 4 999 kWh - band DC;Kilowatt-hour;All taxes and levies included;National currency;Consumption from 2 500 kWh to 4 999 kWh - band DC;DC
Türkiye;2024-S2;2.2857;Half-yearly, semesterly;Electricity;Consumption from 2 500 kWh to 4 999 kWh - band DC;Kilowatt-hour;All taxes and levies included;National currency;Consumption from 2 500 kWh to 4 999 kWh - band DC;DC
Kosovo*;2024-S2;0.0746;Half-yearly, semesterly;Electricity;Consumption from 2 500 kWh to 4 999 kWh - band DC;Kilowatt-hour;All taxes and levies included;National currency;Consumption from 2 500 kWh to 4 999 kWh - band DC;DC
Belgium;2025-S1;0.3571;Half-yearly, semesterly;Electricity;Consumption from 2 500 kWh to 4 999 kWh - band DC;Kilowatt-hour;All taxes and levies included;National currency;Consumption from 2 500 kWh to 4 999 kWh - band DC;DC
Bulgaria;2025-S1;0.2543;Half-yearly, semesterly;Electricity;Consumption from 2 500 kWh to 4 999 kWh - band DC;Kilowatt-hour;All taxes and levies included;National currency;Consumption from 2 500 kWh to 4 999 kWh - band DC;DC
Czechia;2025-S1;7.948;Half-yearly, semesterly;Electricity;Consumption from 2 500 kWh to 4 999 kWh - band DC;Kilowatt-hour;All taxes and levies included;National currency;Consumption from 2 500 kWh to 4 999 kWh - band DC;DC
Denmark;2025-S1;2.6003;Half-yearly, semesterly;Electricity;Consumption from 2 500 kWh to 4 999 kWh - band DC;Kilowatt-hour;All taxes and levies included;National currency;Consumption from 2 500 kWh to 4 999 kWh - band DC;DC
Germany;2025-S1;0.3835;Half-yearly, semesterly;Electricity;Consumption from 2 500 kWh to 4 999 kWh - band DC;Kilowatt-hour;All taxes and levies included;National currency;Consumption from 2 500 kWh to 4 999 kWh - band DC;DC
Estonia;2025-S1;0.2298;Half-yearly, semesterly;Electricity;Consumption from 2 500 kWh to 4 999 kWh - band DC;Kilowatt-hour;All taxes and levies included;National currency;Consumption from 2 500 kWh to 4 999 kWh - band DC;DC
Ireland;2025-S1;0.3231;Half-yearly, semesterly;Electricity;Consumption from 2 500 kWh to 4 999 kWh - band DC;Kilowatt-hour;All taxes and levies included;National currency;Consumption from 2 500 kWh to 4 999 kWh - band DC;DC
Greece;2025-S1;0.2294;Half-yearly, semesterly;Electricity;Consumption from 2 500 kWh to 4 999 kWh - band DC;Kilowatt-hour;All taxes and levies included;National currency;Consumption from 2 500 kWh to 4 999 kWh - band DC;DC
Spain;2025-S1;0.2612;Half-yearly, semesterly;Electricity;Consumption from 2 500 kWh to 4 999 kWh - band DC;Kilowatt-hour;All taxes and levies included;National currency;Consumption from 2 500 kWh to 4 999 kWh - band DC;DC
France;2025-S1;0.2671;Half-yearly, semesterly;Electricity;Consumption from 2 500 kWh to 4 999 kWh - band DC;Kilowatt-hour;All taxes and levies included;National currency;Consumption from 2 500 kWh to 4 999 kWh - band DC;DC
Croatia;2025-S1;0.1618;Half-yearly, semesterly;Electricity;Consumption from 2 500 kWh to 4 999 kWh - band DC;Kilowatt-hour;All taxes and levies included;National currency;Consumption from 2 500 kWh to 4 999 kWh - band DC;DC
Italy;2025-S1;0.3291;Half-yearly, semesterly;Electricity;Consumption from 2 500 kWh to 4 999 kWh - band DC;Kilowatt-hour;All taxes and levies included;National currency;Consumption from 2 500 kWh to 4 999 kWh - band DC;DC
Cyprus;2025-S1;0.2932;Half-yearly, semesterly;Electricity;Consumption from 2 500 kWh to 4 999 kWh - band DC;Kilowatt-hour;All taxes and levies included;National currency;Consumption from 2 500 kWh to 4 999 kWh - band DC;DC
Latvia;2025-S1;0.244;Half-yearly, semesterly;Electricity;Consumption from 2 500 kWh to 4 999 kWh - band DC;Kilowatt-hour;All taxes and levies included;National currency;Consumption from 2 500 kWh to 4 999 kWh - band DC;DC
Lithuania;2025-S1;0.2109;Half-yearly, semesterly;Electricity;Consumption from 2 500 kWh to 4 999 kWh - band DC;Kilowatt-hour;All taxes and levies included;National currency;Consumption from 2 500 kWh to 4 999 kWh - band DC;DC
Luxembourg;2025-S1;0.2665;Half-yearly, semesterly;Electricity;Consumption from 2 500 kWh to 4 999 kWh - band DC;Kilowatt-hour;All taxes and levies included;National currency;Consumption from 2 500 kWh to 4 999 kWh - band DC;DC
Hungary;2025-S1;42.0573;Half-yearly, semesterly;Electricity;Consumption from 2 500 kWh to 4 999 kWh - band DC;Kilowatt-hour;All taxes and levies included;National currency;Consumption from 2 500 kWh to 4 999 kWh - band DC;DC
Malta;2025-S1;0.1261;Half-yearly, semesterly;Electricity;Consumption from 2 500 kWh to 4 999 kWh - band DC;Kilowatt-hour;All taxes and levies included;National currency;Consumption from 2 500 kWh to 4 999 kWh - band DC;DC
Netherlands;2025-S1;0.2393;Half-yearly, semesterly;Electricity;Consumption from 2 500 kWh to 4 999 kWh - band DC;Kilowatt-hour;All taxes and levies included;National currency;Consumption from 2 500 kWh to 4 999 kWh - band DC;DC
Austria;2025-S1;0.2905;Half-yearly, semesterly;Electricity;Consumption from 2 500 kWh to 4 999 kWh - band DC;Kilowatt-hour;All taxes and levies included;National currency;Consumption from 2 500 kWh to 4 999 kWh - band DC;DC
Poland;2025-S1;1.0827;Half-yearly, semesterly;Electricity;Consumption from 2 500 kWh to 4 999 kWh - band DC;Kilowatt-hour;All taxes and levies included;National currency;Consumption from 2 500 kWh to 4 999 kWh - band DC;DC
Portugal;2025-S1;0.239;Half-yearly, semesterly;Electricity;Consumption from 2 500 kWh to 4 999 kWh - band DC;Kilowatt-hour;All taxes and levies included;National currency;Consumption from 2 500 kWh to 4 999 kWh - band DC;DC
Romania;2025-S1;0.96;Half-yearly, semesterly;Electricity;Consumption from 2 500 kWh to 4 999 kWh - band DC;Kilowatt-hour;All taxes and levies included;National currency;Consumption from 2 500 kWh to 4 999 kWh - band DC;DC
Slovenia;2025-S1;0.181;Half-yearly, semesterly;Electricity;Consumption from 2 500 kWh to 4 999 kWh - band DC;Kilowatt-hour;All taxes and levies included;National currency;Consumption from 2 500 kWh to 4 999 kWh - band DC;DC
Slovakia;2025-S1;0.1887;Half-yearly, semesterly;Electricity;Consumption from 2 500 kWh to 4 999 kWh - band DC;Kilowatt-hour;All taxes and levies included;National currency;Consumption from 2 500 kWh to 4 999 kWh - band DC;DC
Finland;2025-S1;0.2276;Half-yearly, semesterly;Electricity;Consumption from 2 500 kWh to 4 999 kWh - band DC;Kilowatt-hour;All taxes and levies included;National currency;Consumption from 2 500 kWh to 4 999 kWh - band DC;DC
Sweden;2025-S1;2.9445;Half-yearly, semesterly;Electricity;Consumption from 2 500 kWh to 4 999 kWh - band DC;Kilowatt-hour;All taxes and levies included;National currency;Consumption from 2 500 kWh to 4 999 kWh - band DC;DC
Iceland;2025-S1;29.31;Half-yearly, semesterly;Electricity;Consumption from 2 500 kWh to 4 999 kWh - band DC;Kilowatt-hour;All taxes and levies included;National currency;Consumption from 2 500 kWh to 4 999 kWh - band DC;DC
Liechtenstein;2025-S1;0.2854;Half-yearly, semesterly;Electricity;Consumption from 2 500 kWh to 4 999 kWh - band DC;Kilowatt-hour;All taxes and levies included;National currency;Consumption from 2 500 kWh to 4 999 kWh - band DC;DC
